,author,title,description,url,urlToImage,publishedAt,content,source_id,source_name
31,"Lisa Kocay, Contributor, 
 Lisa Kocay, Contributor
 https://www.forbes.com/sites/lisakocay/",15 Questions With Coco & Breezy: A Sisterly Duo Pushing The Boundaries Of Sound,"When Coco & Breezy step behind the decks, it’s more than just a set. It’s a venture into their world, one that’s focused on community, joy and the history of dance music.",https://www.forbes.com/sites/lisakocay/2024/03/15/15-questions-with-coco--breezy-a-sisterly-duo-pushing-the-boundaries-of-sound/,"https://imageio.forbes.com/specials-images/imageserve/65f51742b50fc137258bb69b/0x0.jpg?format=jpg&crop=2500,1407,x0,y189,safe&height=900&width=1600&fit=bounds",2024-03-16T03:57:44Z,"Coco &amp; Breezy.
Ricardo Guidini
When Coco &amp; Breezy step behind the decks, its more than just a set. Its a venture into their world, one thats focused on community, joy and the history of dan… [+24608 chars]",,Forbes
32,Kendall Tietz,"Marriage promotes 'White supremacy,' according to White university professor",George Mason University professor Bethany Letiecq blames marriage for a societal culture of 'White heteropatriarchal supremacy' and called for its disruption.,https://www.foxnews.com/media/marriage-promotes-white-supremacy-university-professor,https://static.foxnews.com/foxnews.com/content/uploads/2018/09/istock-528280324.jpg,2024-03-15T22:00:46Z,"""Marriage fundamentalism"" promotes the ideas of ""White supremacy,"" according to a White George Mason University professor. 
Professor Bethany Letiecq wrote in the
 Journal of Marriage and Family ab… [+3467 chars]",fox-news,Fox News
33,"James P. Pinkerton, James P. Pinkerton",Pinkerton: Why Only 16% of Americans Have Confidence in the Federal Government and What to Do About It,"If more than four in five Americans mistrust the federal edifice, the phenomenon is bipartisan and far-reaching. What should we do about it?",https://www.breitbart.com/politics/2024/03/16/pinkerton-why-only-16-of-americans-have-confidence-in-the-federal-government-and-what-to-do-about-it/,https://media.breitbart.com/media/2024/03/divided-government-640x335.jpeg,2024-03-16T23:02:34Z,"Just 16 percent of Americans have confidence in the federal government. No surprise. 
Looking back at this polling series by the Pew Research Center, we see that public confidence in the federal gov… [+9417 chars]",breitbart-news,Breitbart News
34,Suzanne Nuyen,Putin all but certain to win Russia's election; Chicago to begin evicting migrants,Russians are voting in a three-day election Putin is almost certain to win. Chicago will begin evicting migrants from shelters tomorrow when a 60-day shelter limit goes into effect.,https://www.npr.org/2024/03/15/1238755231/up-first-newsletter-vladimir-putin-russia-election-chicago-migrant-eviction,https://media.npr.org/assets/img/2024/03/15/gettyimages-2065365680_wide-6d076c691034446a0f1c1b680902273e5d6f0bb3-s1400-c100.jpg,2024-03-15T12:00:17Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+6476 chars]",,NPR
35,Maegan Vazquez,"As Trump visits Ohio, attacks in GOP Senate race get increasingly personal",The former president held a rally Saturday in support of candidate Bernie Moreno ahead of Tuesday’s primary.,https://www.washingtonpost.com/politics/2024/03/16/ohio-senate-republican-primary/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/F36KJO3O3HDTIND767H6E4O664.jpg&w=1440,2024-03-16T22:41:04Z,"In the final days before Ohio Republicans cast their votes to select a Senate candidate to challenge incumbent Sen. Sherrod Brown (D), political jabs in the GOP race have gotten increasingly personal… [+4547 chars]",the-washington-post,The Washington Post
36,Rebecca Cohen and Marlene Lenthang and John Filippelli,Nashville bar says missing Mizzou student was served only 1 drink before he disappeared,"The University of Missouri student who went missing after being kicked out of a Nashville bar was served only one drink before he was asked to leave country music star Luke Bryan’s bar, the owners said.",https://www.nbcnews.com/news/us-news/missing-mizzou-student-riley-strain-was-served-only-1-drink-nashville-rcna143681,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2024-03/240314-riley-strain-vl-229p-12e1e0.jpg",2024-03-16T00:38:41Z,"The University of Missouri student who went missing after being kicked out of a Nashville bar was served only one drink before he was asked to leave country music star Luke Bryans bar, the owners sai… [+3137 chars]",nbc-news,NBC News
37,"Paul Bois, Paul Bois","Fired by Disney, Gina Carano Decries Studio's Woke 'Reeducation Camp' and Reveals Hollywood's 'Unforgivable Sin'","Actress Gina Carano, who has recently filed a lawsuit against Disney for firing her from ""The Mandalorian"" for merely expressing opinions, decried Hollywood's ""unforgivable sin"" of punishing those who do not perfectly conform to a given agenda.",https://www.breitbart.com/entertainment/2024/03/16/gina-carano-decries-hollywoods-unforgivable-sin-a-person-who-wouldnt-perfectly-conform/,https://media.breitbart.com/media/2024/03/GinaCarano5-640x335.jpg,2024-03-16T20:28:04Z,"Actress Gina Carano, who has recently filed a lawsuit against Disney for firing her from The Mandalorian for merely expressing opinions, decried Hollywood’s “unforgivable sin” of punishing those who … [+3641 chars]",breitbart-news,Breitbart News
38,Ryan Morik,Planet Fitness revokes woman's membership after she snapped photo of transgender woman in women's locker room,A woman had her Planet Fitness membership revoked after she took a photo of a transgender women in the women's locker room at one of their gyms.,https://www.foxnews.com/sports/planet-fitness-revokes-womans-membership-snapped-photo-transgender-woman-womens-locker-room,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/pf-1.jpg,2024-03-15T19:38:02Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+3686 chars]",fox-news,Fox News
39,Chris Pandolfo,"Nex Benedict: Trans activists, WH seize on 'non-binary' teen's death as full report awaited",,https://www.foxnews.com/us/nex-benedict-trans-activists-wh-seize-non-binary-teens-death-full-report-awaited,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/nex-benedict.jpg,2024-03-16T16:51:55Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+6745 chars]",fox-news,Fox News
40,Kendall Tietz,Ex-Disney star Gina Carano blasts 'unforgivable sin in Hollywood': 'A person who wouldn't perfectly conform',"Carano said the 'Hollywood press' made her 'into this extreme right-wing thing' that she said she isn't, but still, she became 'unhirable.'",https://www.foxnews.com/media/ex-disney-star-gina-carano-blasts-unforgivable-sin-hollywood-person-wouldnt-perfectly-conform,https://static.foxnews.com/foxnews.com/content/uploads/2022/08/gina-carano-star-wars.jpg,2024-03-16T13:30:07Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+7263 chars]",fox-news,Fox News
41,"Simon Kent, Simon Kent",Singer Renee Rapp Calls for Permanent Gaza Ceasefire at GLAAD Media Awards,Singer and actress Renée Rapp called for all combatants in Gaza to lay down their arms and begin an “immediate” and “permanent ceasefire”  during her acceptance speech at the annual GLAAD Media Awards in Los Angeles.,https://www.breitbart.com/entertainment/2024/03/15/singer-renee-rapp-calls-for-permanent-gaza-ceasefire-at-glaad-media-awards/,https://media.breitbart.com/media/2024/03/Renée-Rapp-640x335.jpg,2024-03-15T10:13:26Z,Singer and actress Renée Rapp called for all combatants in Gaza to lay down their arms and begin an immediate and permanent ceasefire  during her acceptance speech at the GLAAD Media Awards in Los An… [+1283 chars],breitbart-news,Breitbart News
42,Brie Stimson,SCOTUS denies request to allow drag show on West Texas A&M University campus brought by student LGBT group,The U.S. Supreme Court denied a West Texas A&M LGBT group's emergency request to allow a drag show planned on campus later to month to go forward after it was banned by the administration.,https://www.foxnews.com/politics/scotus-denies-request-allow-drag-show-west-texas-am-university-campus-student-lgbt-group,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/scotus.jpg,2024-03-15T20:28:47Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+2824 chars]",fox-news,Fox News
43,Kendall Tietz,Gina Carano says co-star Pedro Pascal advised her to 'Just put #transrights in your feed' to appease fans,Gina Carano shared how former co-star Pedro Pascal advised her to post on social media in support of transgender rights when she was embroiled in controversy.,https://www.foxnews.com/media/gina-carano-pedro-pascal-advised-put-transrights-feed,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/CaranoPascal.png,2024-03-15T00:00:41Z,"Gina Carano, the former star of the Disney+ series ""The Mandalorian,"" said fellow co-star Pedro Pascal told her to ""just put #transrights in your feed"" to ameliorate public backlash to her social med… [+3327 chars]",fox-news,Fox News
44,Ashley Carnahan,Detransitioners praise NHS for decision to stop puberty blocker prescriptions,England's National Health Service said there is 'not enough evidence to support the safety or clinical effectiveness' of puberty blockers.,https://www.foxnews.com/media/detransitioners-praise-englands-nhs-decision-stop-puberty-blocker-prescriptions-common-sense,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/oli-london-and-chloe-cole.jpg,2024-03-16T12:00:59Z,"Englands National Health Service (NHS) said children with gender dysphoria will no longer be routinely prescribed puberty blockers as treatment, citing limited short and long-term data about their ef… [+3712 chars]",fox-news,Fox News
45,Jamie Joseph,Colorado could become the first state to build separate prison units for transgender felons,"Colorado is on track to become the first state to accommodate transgender women inmates in the state penitentiary after a class action lawsuit alleged discrimination, assault, rape and harassment.",https://www.foxnews.com/politics/colorado-to-become-the-first-state-to-build-separate-inmate-units-for-transgender-women,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/transinmates.jpg,2024-03-16T11:17:05Z,"Colorado is poised to become the first state in the country with segregated holding cells for transgender women in prison, if a judge signs off on it. 
After a class action lawsuit was filed by seve… [+5438 chars]",fox-news,Fox News
46,"Aubrie Spady, Andrew Murray",Trump-backed GOP candidate rips 'sick' report tying him to gay hookup website: 'Desperate people',"Bernie Moreno, a Republican U.S. Senate candidate from Ohio, is pushing back on a report that his email was linked to an Adult Friend Finder account, after a former intern admitted to creating the profile.",https://www.foxnews.com/politics/trump-backed-gop-candidate-rips-sick-report-tying-him-gay-hookup-website-desperate,https://static.foxnews.com/foxnews.com/content/uploads/2024/01/AP24023159206948.jpg,2024-03-15T21:46:34Z,"Ohio Senate candidate Bernie Moreno and his legal team are pushing back against a report, ahead of the state's GOP primary, that tried to link him to previously holding an account on an adult hookup … [+2936 chars]",fox-news,Fox News
47,Associated Press,"Pope acknowledges health problems and backlash, but says he isn't going anywhere in new memoir","Pope Francis released an autobiography entitled “Life: My Story Through History,"" which is being published on March 19, the eleventh anniversary of his installation as pope.",https://www.foxnews.com/world/pope-acknowledges-health-problems-backlash-says-isnt-going-anywhere-new-memoir,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/Vatican-Pope-Memoir.jpg,2024-03-15T15:58:00Z,"Pope Francis says he has no plans to resign and isnt suffering from any health problems that would require doing so, saying in a new memoir he still has ""many projects to bring to fruition.""
Francis… [+3840 chars]",fox-news,Fox News
48,Associated Press,"Hungary PM Orbán blasts 'Western world,' calls for Trump victory","Hungarian Prime Minister Viktor Orbán delivered a fiery speech in which he called for spectators to help him “occupy Brussels"" in the upcoming European Union elections.",https://www.foxnews.com/world/hungary-pm-orban-blasts-western-world-calls-trump-victory,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/Hungary-National-Day.jpg,2024-03-15T15:27:33Z,"Hungarian Prime Minister Viktor Orbán sought to mobilize support for his brand of right-wing populism in a holiday speech on Friday, urging his spectators to help him ""occupy Brussels"" in European Un… [+3573 chars]",fox-news,Fox News
49,"Paul Bois, Paul Bois",Joe Biden Mourns Suicide of Nonbinary Teen Nex Benedict: 'End Discrimination',"President Joe Biden mourned the death of Nex Benedict on Thursday, a nonbinary teen in Oklahoma who killed herself following an altercation with other students.",https://www.breitbart.com/politics/2024/03/14/joe-biden-mourns-suicide-nonbinary-teen-nex-benedict-end-discrimination/,https://media.breitbart.com/media/2024/03/joe-biden-nex-benedict-nonbinary-teen-feb-24-gettyimages-640x335.jpg,2024-03-15T02:00:49Z,"President Joe Biden mourned the death of Nex Benedict on Thursday, a nonbinary teen in Oklahoma who killed herself following an altercation with other students.
As the Associated Press (AP) reported… [+4872 chars]",breitbart-news,Breitbart News
50,John Fritze,Supreme Court denies request by student group to host drag show at West Texas A&M University | CNN Politics,"The Supreme Court on Friday denied a request by a Texas college student group to host a drag show on campus, siding with the school’s decision to prohibit the performance.",https://www.cnn.com/2024/03/15/politics/supreme-court-lets-texas-university-block-drag-show/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230324153819-02-west-texas-am-drag-show-protest.jpg?c=16x9&q=w_800,c_fill",2024-03-15T17:39:05Z,"The Supreme Court on Friday denied a request by a Texas college student group to host a drag show on campus, siding with the schools decision to prohibit the performance.
Spectrum WT and two student… [+1812 chars]",cnn,CNN
51,"Katherine Hamilton, Katherine Hamilton",Sen. Roger Marshall Bill Would Block HHS Rule Forcing Gender Ideology on Foster Parents,Sen. Roger Marshall (R-KS) introduced a bill on Wednesday that would block the Department of Health and Human Services (HHS) from implementing a rule that could keep parents who oppose gender ideology from being able to foster children.,https://www.breitbart.com/politics/2024/03/15/sen-marshall-bill-block-hhs-rule-forcing-gender-ideology-foster-parents/,https://media.breitbart.com/media/2023/08/Princess-640x335.jpeg,2024-03-16T00:29:46Z,Sen. Roger Marshall (R-KS) introduced a bill on Wednesday that would block the Department of Health and Human Services (HHS) from implementing a rule that could keep parents who oppose gender ideolog… [+3105 chars],breitbart-news,Breitbart News
52,Kristen Rogers,Puberty blockers: What to know about the lifesaving medication for gender diverse kids | CNN,England’s National Health Service will stop prescribing puberty blockers to kids with gender dysphoria or incongruence. Here’s what to know about the medicine.,https://www.cnn.com/2024/03/15/health/puberty-blockers-explained-nhs-wellness/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-147085014.jpg?c=16x9&q=w_800,c_fill",2024-03-15T16:00:37Z,"Get inspired by a weekly roundup on living well, made simple. Sign up for CNNs Life, But Better newsletter for information and tools designed to improve your well-being.
As Englands National Health … [+7989 chars]",cnn,CNN
53,Alexander Hall,Joe Rogan suggests one of the biggest problems with the Biden administration is the staff: ‘So ridiculous’,"Joe Rogan and his guest, author James Lindsay, mocked some members of President Biden's administration that have been featured in national news stories.",https://www.foxnews.com/media/joe-rogan-suggests-one-biggest-problems-biden-administration-staff-ridiculous,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/Joe-Rogan-skeptical.png,2024-03-15T19:16:41Z,"Podcaster Joe Rogan this week insisted that some of the biggest problems with President Biden's administration are the people he has working for him. Talking to author James Lindsay, he found some of… [+2134 chars]",fox-news,Fox News
54,Ryan Morik,UConn coach Dan Hurley flips out in effort to get courtside St. John's fan ejected,"Dan Hurley got fired up at referees during Friday's Big East Tournament semifinal, asking them to eject a Red Storm fan who was courtside.",https://www.foxnews.com/sports/uconn-coach-dan-hurley-flips-out-effort-get-courtside-st-johns-fan-ejected,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/dan-hurley.jpg,2024-03-16T13:01:24Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+2043 chars]",fox-news,Fox News
55,Ryan Morik,"Blaise Taylor, former Arkansas State star, arrested on suspicion of poisoning, killing pregnant girlfriend","Blaise Taylor, a former Arkansas State standout and current Texas A&M football staffer, is alleged to have poisoned his pregnant girlfriend, killing her and the unborn child.",https://www.foxnews.com/sports/blaise-taylor-former-arkansas-state-star-arrested-suspicion-poisoning-killing-pregnant-girlfriend,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/blaise-taylor.jpg,2024-03-15T20:51:32Z,"A former Arkansas State football player was arrested Thursday night due to his alleged involvement in the death of his pregnant girlfriend.
Blaise Taylor, who currently works as a staffer at Texas A… [+1764 chars]",fox-news,Fox News
56,Ryan Morik,Yankees' Marcus Stroman discusses why he passed on starting opening day,"Marcus Stroman was approached by the New York Yankees to start opening day after Gerrit Cole got hurt, but Stroman passed on the opportunity.",https://www.foxnews.com/sports/yankees-marcus-stroman-discusses-why-he-passed-starting-opening-day,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/stroman-yankees-1.jpg,2024-03-15T21:18:43Z,"Once it was revealed defending AL Cy Young Award winner Gerrit Cole would be out for one to two months, the New York Yankees had to make a change.
Cole was on track to start opening day, but the Yan… [+1876 chars]",fox-news,Fox News
57,Ryan Gaydos,Riley Gaines on NCAA lawsuit: 'It is time that we fight back',Former NCAA swim star Riley Gaines explained why now is the right time to file a lawsuit against the organization over its transgender policies.,https://www.foxnews.com/sports/riley-gaines-ncaa-lawsuit-time-we-fight-back,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/Riley-Gaines2.jpg,2024-03-15T08:00:24Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+2553 chars]",fox-news,Fox News
58,"Kurt Zindulka, Kurt Zindulka",Occupy Brussels! Hungary's Orban Calls for Protests in EU Capital Against War and Globalist Agenda,Hungarian Prime Minister Viktor Orbán vowed to protest against EU encroachment on national sovereignty and the push towards war with Russia.,https://www.breitbart.com/europe/2024/03/16/occupy-brussels-hungarys-orban-calls-for-protests-in-eu-capital-against-war-and-globalist-agenda/,https://media.breitbart.com/media/2024/03/GettyImages-2079405185-1-640x335.jpg,2024-03-16T12:30:10Z,Hungarian Prime Minister Viktor Orbán has vowed to “occupy Brussels” in the lead-up to the European Parliament elections to protest against EU encroachment on national sovereignty and the push toward… [+4051 chars],breitbart-news,Breitbart News
59,Associated Press,Belarus hits Catholic activist with 3-year prison sentence for insulting Lukashenko,"Roman Catholic activist Uladzislau Beladzed was sentenced to three years in a Belarusian prison Friday for insulting President Alexander Lukashenko and ""inciting social discord.""",https://www.foxnews.com/world/belarus-hits-catholic-activist-3-year-prison-sentence-insulting-lukashenko,https://static.foxnews.com/foxnews.com/content/uploads/2024/02/GettyImages-1763147709.jpg,2024-03-15T19:27:29Z,"A Catholic activist in Belarus was handed a three-year prison sentence Friday on charges that Western diplomats have denounced as politically driven, the latest move in the authorities' sweeping crac… [+2177 chars]",fox-news,Fox News
60,Associated Press,Polish Catholics elect new leader as church grapples with aftermath of sexual abuse,"The Polish Catholic Church, facing declining church attendance due to scandals of clergy abuse, has elected Archbishop Tadeusz Wojda as its new leader.",https://www.foxnews.com/world/polish-catholics-elect-new-leader-church-grapples-aftermath-sexual-abuse,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/Jasna-Gora-Monastery.jpg,2024-03-15T15:21:01Z,<ul><li>Archbishop Tadeusz Wojda has been chosen by Poland's Catholic Church leaders to replace Archbishop Stanislaw Gdecki as the head of the Polish Episcopate.</li><li>Despite more than 90 percent … [+3126 chars],fox-news,Fox News
61,Ryan Morik,Cowboys release Leighton Vander Esch amid threat of career-ending neck injury,The Dallas Cowboys on Friday released linebacker Leighton Vander Esch. The 28-year-old suffered another neck injury last season that has put his playing days in doubt.,https://www.foxnews.com/sports/cowboys-release-leighton-vander-esch-amid-threat-career-ending-neck-injury,https://static.foxnews.com/foxnews.com/content/uploads/2023/11/vander_esch.jpg,2024-03-15T23:56:51Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+2779 chars]",fox-news,Fox News
62,Ryan Morik,Ex-UFC star says Mike Tyson's training video for Jake Paul fight is illegitimate,"Mike Tyson posted a clip of his first day of training for his July 20 fight against Jake Paul, but it's being called out as fake by an ex-UFC star.",https://www.foxnews.com/sports/ex-ufc-star-mike-tysons-training-video-jake-paul-fight-illegitimate,https://static.foxnews.com/foxnews.com/content/uploads/2024/03/tyson_paul.jpg,2024-03-16T18:59:01Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+2463 chars]",fox-news,Fox News
63,Ryan Morik,Rams bringing in Jimmy Garoppolo after coach said Stetson Bennett's absence left them needing backup: report,"Following Jimmy Garoppolo's failed tenure in Las Vegas and the Los Angeles Rams stating they needed a backup quarterback amid Stetson Bennett's absence, the Rams have reportedly signed Garoppolo to a one-year deal.",https://www.foxnews.com/sports/rams-jimmy-garoppolo-coach-said-stetson-bennetts-absence-left-them-needing-backup,https://static.foxnews.com/foxnews.com/content/uploads/2023/09/jimmy-g.jpg,2024-03-15T22:08:59Z,"Join Fox News for access to this content
Plus special access to select articles and other premium content with your account - free of charge.
Please enter a valid email address.
By entering your e… [+3068 chars]",fox-news,Fox News
64,"Edward-Isaac Dovere, Steve Contorno, Annie Grayer",Why does Biden keep mentioning January 6? Because Trump won’t stop talking about it | CNN Politics,"The rallies start with a recording of January 6 prisoners singing the national anthem. Campaign staff hand out pre-made “Too Big to Rig” signs to supporters. When the candidate takes the stage, he calls the rioters “people who love our country” and “hostages …",https://www.cnn.com/2024/03/16/politics/biden-trump-january-6/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/240309121119-split-joe-biden-donald-trump.jpg?c=16x9&q=w_800,c_fill",2024-03-16T14:45:29Z,"The rallies start with a recording of January 6 prisoners singing the national anthem. Campaign staff hand out pre-made Too Big to Rig signs to supporters. When the candidate takes the stage, he call… [+12209 chars]",cnn,CNN
